income,credit_score,existing_loan,monthly_emi,employment_years,missed_payments,approved
957038,816,629721,59725,0,0,0
1484382,577,510609,55152,10,6,0
1104586,599,107092,49080,24,5,0
1956169,434,264291,39802,4,1,0
1293314,446,229991,40077,4,2,0
757685,789,300589,14379,20,3,0
1592909,777,709163,4239,5,3,0
1587087,458,192180,44896,1,1,0
1242377,683,630458,20812,5,1,0
402332,462,919517,29669,13,6,0
582729,740,347761,48624,10,3,0
1360029,488,213482,9611,3,1,0
1268392,714,839934,4150,23,3,0
1159744,638,641404,58674,24,5,0
1123780,480,824187,11109,8,6,0
969299,587,664093,34214,23,7,0
1665291,486,795911,26016,2,1,0
1206080,437,599649,11936,15,5,0
571000,429,676664,11036,10,5,0
413567,493,428910,39236,3,1,0
1763509,615,124232,14021,0,6,0
795923,443,892018,54942,24,3,0
416184,315,81171,36943,20,7,0
498090,601,376295,48158,21,4,0
517348,722,86296,37848,15,3,0
1431534,544,140562,15471,18,0,1
1189156,406,152324,47661,15,1,0
1526283,387,498506,50016,10,2,0
292324,428,662222,23244,7,6,0
423536,640,241535,48777,22,1,0
1520567,303,332103,57815,0,0,0
226155,626,403666,38985,20,5,0
541815,709,318166,38440,8,2,0
1889755,605,783258,1502,11,2,0
660494,524,848423,53836,21,3,0
349381,647,171999,34178,7,4,0
1380267,620,755737,3770,16,3,0
1724986,480,311997,42865,9,6,0
643324,685,31826,53811,6,2,0
234707,407,829311,4001,18,7,0
1137841,830,712625,52635,24,7,0
1767053,709,596649,20946,5,2,1
1970440,595,240028,598,20,7,0
1951550,470,340134,30316,23,7,0
946788,630,351931,25567,23,4,0
553299,792,217256,26508,18,6,0
1407068,494,40736,43744,17,1,0
1722688,311,286674,52193,14,4,0
370102,494,209124,57312,1,5,0
594274,789,178130,39159,13,3,0
417285,481,630368,30276,20,7,0
1586980,615,467310,23671,9,1,0
1408052,329,336399,16450,15,3,0
958842,395,660246,14908,6,7,0
1222788,680,388742,57275,7,4,0
1409504,743,224793,44358,9,1,1
1913136,597,642911,49047,14,4,0
1050610,660,299531,35518,7,5,0
496141,673,676935,57813,12,0,0
1143115,602,636548,31212,11,2,0
1892137,720,432859,42684,7,6,0
1945171,545,927604,6806,14,1,0
1497076,536,453572,39197,11,2,0
1938993,833,401072,40891,10,0,1
1380887,484,431385,18015,18,1,0
445546,767,946308,39220,13,2,0
1445309,662,691150,17158,17,2,1
851233,582,293132,15456,12,1,0
1818136,635,503195,27588,3,2,0
1241592,461,338592,22491,16,2,0
346470,459,956010,24188,18,1,0
844318,773,375574,27079,8,6,0
1567223,621,743264,58830,22,2,0
1255146,311,460522,4019,6,2,0
530929,723,929809,12419,0,6,0
1781974,372,665329,33697,6,3,0
1747691,500,274548,19396,6,5,0
279141,821,402205,54176,19,3,0
212115,804,458521,39032,6,7,0
1287638,338,429199,29892,7,0,1
1009343,359,765644,7973,15,3,0
1876925,620,170534,42465,2,3,0
1543276,734,281504,21113,12,0,1
590479,707,872089,57113,9,2,0
1774833,685,419503,11136,17,2,1
1030185,377,196544,19203,6,3,0
597686,493,246512,31285,20,0,0
1370439,584,764325,23039,20,2,0
996657,826,978817,1184,4,4,0
1749652,823,34160,57632,22,1,1
847296,455,268933,22727,24,1,0
1749302,639,158253,59155,23,5,0
1225799,424,669745,16911,21,1,0
1927132,579,869029,916,6,3,0
1878687,427,65641,59052,24,1,0
1000101,613,830679,3574,21,1,0
1883541,631,610961,36087,16,4,0
1244257,449,231322,17790,3,2,0
248320,753,267688,17625,23,4,0
1164918,335,771143,5206,22,3,0
696758,719,406491,56401,15,1,0
1395225,321,760649,19517,18,6,0
1373930,505,587536,49950,9,2,0
812297,655,296694,50675,2,5,0
648625,739,840125,56361,2,5,0
228625,395,915356,37696,16,7,0
936400,463,412857,16105,9,7,0
1534809,447,202821,35656,16,1,0
1285063,829,780237,2690,21,1,0
1707630,593,866453,36859,16,5,0
1476647,494,277749,56434,20,5,0
688011,779,496389,58585,3,6,0
1560858,422,50713,46728,20,3,0
1422471,699,413606,55401,22,1,1
630424,751,337547,690,5,5,0
516205,403,844898,25103,11,6,0
1148163,761,528269,34263,24,0,1
1247328,695,926997,11085,21,5,0
301376,636,988722,50044,24,2,0
1673682,441,988822,57730,19,2,0
1033487,616,902063,25825,16,0,0
967629,826,381382,10720,16,7,0
1530228,700,95335,38641,9,3,0
1720708,609,107441,37271,6,7,0
358056,794,16984,11720,15,1,0
834457,408,649868,46732,12,7,0
760347,671,897748,897,2,1,0
662785,505,415976,17094,1,5,0
1876273,342,656884,36463,15,2,0
1748229,544,642742,35454,5,3,0
1232766,586,49402,23572,5,3,0
729992,654,91656,38546,12,3,0
1178080,775,65614,56920,6,5,0
928744,382,166963,15150,4,1,0
942488,409,353153,54165,23,3,0
835567,489,433048,53664,6,5,0
882568,550,307980,16799,1,5,0
842804,590,991457,9663,16,0,0
722828,500,930866,36948,12,4,0
678366,625,984249,37030,24,7,0
921384,810,955425,27007,20,3,0
1157386,708,987938,35283,20,4,0
619139,807,783077,25671,15,1,0
719777,371,936066,25385,19,5,0
1624764,546,982014,11236,1,6,0
432549,643,655337,22024,4,7,0
1802029,353,862839,46872,17,7,0
1840067,827,794042,39384,6,3,0
684965,831,633669,17376,10,6,0
990546,492,486134,58625,24,2,0
1182469,357,15791,37138,24,1,0
236321,736,58047,18157,10,0,0
535441,410,494064,19945,21,0,0
1493590,428,234898,36584,16,4,0
356498,625,461122,23017,15,5,0
1266348,307,675025,1756,12,4,0
990144,328,70246,35141,21,2,0
594583,411,196936,2576,4,2,0
438389,430,963955,25467,19,7,0
839430,487,234955,36952,15,0,0
1864600,774,348292,31205,21,6,0
1300500,663,570178,58051,21,3,0
1776590,503,400010,35165,15,0,1
1599872,511,557176,12674,15,0,1
1276299,575,137821,43094,13,6,0
958470,372,570819,43314,5,7,0
864468,542,902084,22353,1,7,0
408786,401,807040,29849,13,6,0
1808507,470,343130,4535,15,2,0
886684,487,986715,56035,22,6,0
1463008,740,346140,57279,19,4,0
1228400,385,580305,47367,12,2,0
1388575,775,497163,41936,14,6,0
1080112,351,57676,17118,11,5,0
558690,410,535848,59812,8,2,0
1139947,342,447617,59884,17,2,0
279973,510,50468,632,20,0,0
834122,499,687823,13280,13,3,0
1248173,325,949167,14746,19,0,0
1702025,598,986210,37036,24,1,0
487681,376,451989,53251,3,2,0
694509,436,819555,19285,7,6,0
1880386,319,618634,18047,7,6,0
1795476,739,665078,48089,21,6,0
425049,510,717997,10207,21,2,0
1517191,734,786460,5591,15,6,0
366703,506,979874,27757,23,1,0
964357,738,47599,16226,9,2,1
947419,341,148469,29732,24,6,0
1279924,710,240270,27206,20,2,1
1444380,822,45406,20256,16,5,0
335832,726,834089,33822,0,2,0
1543499,574,67560,41340,17,1,0
483780,747,516394,46347,9,0,0
1854753,668,628431,52234,20,2,1
1302127,519,520112,43351,3,3,0
604772,531,144575,40775,0,1,0
1915499,627,54943,48671,3,4,0
771107,742,75839,9784,3,5,0
1584490,351,606962,37029,3,1,0
1208559,675,549633,35157,16,0,1
620182,562,249495,19937,8,6,0
1461357,566,50390,54290,18,6,0
1701681,658,750401,46707,12,1,1
882347,616,321701,11219,3,4,0
1222378,623,982558,9399,4,6,0
913708,720,1906,33312,12,5,0
748884,345,957671,27657,22,3,0
1050538,568,532249,20047,15,4,0
1225014,680,157212,35007,21,7,0
1187471,417,905721,10559,4,7,0
259182,415,189773,20157,7,1,0
549307,559,339711,35395,15,4,0
501454,374,342808,6618,0,6,0
1566808,779,81199,44891,22,6,0
1901667,604,785216,6780,5,1,0
1388554,306,99764,27050,10,6,0
1023346,665,998722,8015,15,6,0
1096782,822,122357,3130,4,3,0
1818243,647,342873,28083,15,3,0
1720404,737,421777,16480,6,0,1
970188,514,312712,47599,18,3,0
458517,728,895781,53010,0,2,0
1155154,797,859734,35476,8,4,0
1688673,839,619256,38165,17,4,0
1557133,666,160576,11528,12,1,1
337084,612,902548,55304,14,3,0
905475,837,823578,49608,2,0,0
782004,353,564585,5914,23,6,0
1080179,840,610682,37136,9,0,1
948013,766,913605,11179,8,0,1
891738,463,912374,20472,12,5,0
1946588,633,461823,12076,15,6,0
1452078,846,16939,58375,2,2,0
344539,647,443931,24783,21,3,0
624226,572,306604,51089,22,6,0
1770439,713,984080,46716,14,0,1
1370575,799,199294,50298,16,6,0
1363369,392,930170,54304,13,2,0
1705949,378,62119,13824,6,4,0
1618897,516,690681,4299,19,1,0
212289,657,919283,46888,15,3,0
900336,806,144258,8118,20,3,0
898956,480,409675,10756,7,5,0
1505944,545,218827,57786,3,4,0
286365,543,267201,56911,19,3,0
954950,805,978167,7953,23,5,0
375211,721,149805,37552,14,5,0
1428361,619,805589,15185,4,5,0
1321164,386,821462,41792,12,7,0
263646,516,150685,14674,5,3,0
465798,789,632900,50613,4,3,0
1730814,818,377224,44476,16,3,0
1993961,577,869460,33927,6,2,0
929532,468,479498,386,5,5,0
1123945,629,136260,26617,1,2,0
1368311,740,238178,7192,10,1,1
355683,690,259418,10745,6,3,0
1106323,795,29680,30020,21,7,0
832259,680,234433,42678,20,6,0
736437,605,977623,21159,7,4,0
1610822,812,364446,3409,4,7,0
1569909,487,467616,49841,17,0,1
766956,815,448934,56180,21,1,0
1655465,726,560733,56414,15,6,0
1194170,801,530084,54816,13,0,1
812492,559,833650,55918,11,0,0
411830,812,694491,25745,16,3,0
1445077,370,401339,45948,4,4,0
1665461,777,663582,50104,13,0,1
365140,477,810506,29455,5,5,0
1992725,756,902520,38910,14,6,0
1389083,488,423041,38735,6,7,0
425160,590,823271,29166,13,7,0
1431897,819,893544,39973,17,0,1
761672,591,913946,28072,0,1,0
721998,582,592610,48774,5,4,0
806217,843,842753,12109,2,4,0
1849017,676,754534,45802,4,7,0
275388,455,634388,2484,11,0,0
755689,807,523321,34622,10,4,0
718727,712,419204,44399,12,1,0
1975767,827,821939,52383,15,7,0
1892367,654,99244,2597,17,6,0
432601,486,491860,40597,16,1,0
1376410,330,387932,40954,16,1,0
1282660,559,357395,3983,10,5,0
1500035,720,810238,56115,19,3,0
1883505,828,130364,39452,9,0,1
305111,603,823333,43151,15,6,0
1697618,338,410259,59979,1,7,0
629667,788,468977,17040,16,4,0
1911163,841,402968,44772,21,1,1
362982,577,200065,56895,19,7,0
498185,502,697976,30554,9,0,0
1576401,365,52127,27916,12,6,0
434386,407,992281,44871,11,6,0
1592291,567,786885,55991,14,0,1
1445129,521,861864,26372,6,3,0
661792,829,909304,39080,21,5,0
701174,389,611650,40706,20,4,0
984625,554,273120,42722,12,5,0
851844,754,638464,55328,11,6,0
395246,552,99122,29048,11,4,0
1799024,556,332548,19669,1,6,0
446242,682,344076,9777,4,1,0
711083,741,621458,54711,24,1,0
217633,389,339851,36331,24,0,0
1212384,689,482863,59784,1,4,0
1066964,343,951192,20968,22,4,0
249104,318,217912,53969,19,6,0
1159125,400,772466,37809,12,5,0
1063663,656,235851,11292,2,1,1
1316964,841,355933,55334,10,2,0
1788878,332,620804,40794,15,0,1
1341154,528,919521,13923,0,7,0
889115,823,532245,52396,18,4,0
764678,454,507750,50192,10,3,0
1534431,722,107724,27703,8,3,0
1340234,545,398008,18657,13,2,0
257993,704,973486,3629,8,1,0
405768,840,275381,2114,6,1,0
1406861,460,838018,56516,15,1,0
971148,416,999291,34445,2,5,0
1222460,570,805684,35862,18,6,0
1699576,786,403923,25574,3,3,0
993853,471,689566,32349,6,1,0
942296,573,527831,22257,22,3,0
742015,558,699495,35052,11,2,0
1098850,434,247541,37820,17,0,1
1777222,721,628935,56214,4,6,0
1575828,720,559319,17973,22,5,0
457681,485,174001,25737,22,4,0
294018,663,327891,51672,21,2,0
1635177,677,451067,12047,9,6,0
1542630,822,317455,53800,11,3,0
1899752,495,505329,22113,7,2,0
429104,397,760691,694,18,4,0
1042186,321,65867,56959,14,6,0
393510,749,88780,15588,0,5,0
1358423,471,57196,45823,2,7,0
1693293,682,597993,48848,17,0,1
654162,433,844326,20067,17,4,0
1024899,725,874072,6704,1,6,0
1135129,324,500653,40136,4,5,0
1544613,802,276735,1971,0,3,0
1324905,484,621535,47361,9,4,0
1279583,384,704253,58847,19,7,0
1208806,443,727,40823,9,2,0
894892,711,938863,11441,4,1,0
1564973,523,43822,31476,17,2,0
1260899,519,365543,53370,20,3,0
1097767,478,112113,14677,14,6,0
1360932,732,219606,27818,19,7,0
835232,564,392575,1868,7,0,1
404451,728,928433,18055,16,4,0
1527176,715,390732,58426,11,6,0
755655,752,584379,1728,20,0,1
1303200,496,473594,7632,11,3,0
603322,352,154591,12043,0,4,0
1483141,779,410609,6403,3,5,0
268008,742,951822,15732,7,5,0
577539,629,205603,55244,0,6,0
316492,550,880624,18526,14,2,0
272240,422,179006,9340,17,6,0
1575035,686,372949,38952,0,2,0
1186753,638,998607,22394,10,7,0
925947,647,159912,33021,22,3,0
472900,328,904521,4102,1,5,0
661227,334,613655,36310,0,7,0
1547098,817,13265,19159,11,4,0
335327,695,398640,56830,15,5,0
849991,593,413841,6212,21,2,0
1042981,648,603910,31824,21,6,0
365575,446,684547,37405,9,3,0
1243445,366,298073,11525,17,5,0
1748075,819,324036,28760,14,7,0
693948,421,675899,55186,16,3,0
1555833,639,318774,44239,9,7,0
1846933,474,221711,45268,2,5,0
429189,750,486626,27457,20,6,0
598465,435,926719,57609,15,0,0
451051,315,170457,48015,5,6,0
1136705,632,655313,10532,2,5,0
849829,494,611868,13518,8,2,0
913936,795,339606,6476,10,6,0
1760354,308,637684,52300,20,4,0
980641,633,359181,19743,12,2,0
471830,632,95310,1004,17,2,0
1754205,626,156080,43054,21,2,0
515507,314,311072,37485,23,3,0
559687,525,738456,3271,21,1,0
1904597,724,89876,45482,3,1,1
1424491,707,549264,209,21,0,1
1868537,412,769302,25463,23,7,0
654179,727,387128,5539,7,7,0
1230596,300,682986,49305,12,2,0
242828,565,360400,19977,9,1,0
1035036,790,362681,8606,1,0,1
472670,507,190861,44384,7,3,0
1274168,668,922204,34052,5,2,0
491126,605,633619,3148,15,4,0
986639,311,719005,33536,17,3,0
1480617,644,251666,58326,16,0,1
1599453,764,990900,5607,5,3,0
954296,793,269670,19586,12,4,0
324982,667,628151,29250,22,7,0
1505487,719,957004,51939,13,3,0
1317195,470,199121,18594,20,0,1
1933264,433,335510,58382,9,7,0
508623,726,997821,7399,23,7,0
1750219,324,452333,55490,10,7,0
1399751,829,56096,25117,12,4,0
370963,489,663270,33126,11,4,0
1390402,440,998887,33617,8,7,0
1067869,614,857617,7498,3,3,0
1347116,743,50248,37290,6,4,0
1059414,618,205728,51696,23,6,0
1875611,740,919455,45541,21,3,0
386994,391,982716,50983,1,2,0
510375,478,993205,50624,6,4,0
229301,355,79888,9628,8,3,0
1471300,454,206354,329,4,2,0
1762579,410,240346,38619,14,4,0
1244327,436,618821,7032,17,2,0
393783,531,41954,48094,3,5,0
1945259,767,351863,38034,18,4,0
218752,780,664164,37122,19,5,0
1215416,367,748065,55587,6,0,0
937565,548,262739,57130,7,0,0
868755,622,291736,20622,16,3,0
417029,817,564931,55264,12,1,0
1107669,731,254793,28584,23,5,0
1304849,786,324809,47850,20,5,0
1507079,728,938327,4722,22,0,1
1864742,568,268116,17772,10,5,0
1368544,836,278026,20569,0,1,1
577844,447,721754,41679,1,7,0
1849423,417,464271,3235,16,2,0
210699,666,679129,4576,4,2,0
1444709,365,549308,26707,5,1,0
734003,669,960252,33868,24,5,0
1267745,474,364765,41632,23,5,0
718652,794,871806,41476,6,5,0
318413,413,44912,51684,20,6,0
1892128,410,12879,30285,14,3,0
1516502,738,558086,24154,18,4,0
1992113,446,632079,20054,15,1,0
1771564,334,483042,17165,24,1,0
1373057,608,701433,14439,12,6,0
415400,837,337935,52675,4,1,0
1232532,313,853415,44518,2,7,0
759873,673,960509,22515,2,7,0
1427512,727,487947,26962,18,1,1
592136,532,658210,53934,13,6,0
1696906,739,159472,42549,15,1,1
589954,801,798385,37763,21,5,0
238067,574,630698,50653,16,6,0
1946621,375,649443,44754,3,3,0
218073,738,154607,45278,12,0,0
236035,588,730896,19464,7,5,0
1444625,839,468255,42036,18,7,0
433782,552,252712,58444,4,5,0
814661,425,867461,30413,1,4,0
814805,476,4055,33270,14,6,0
1838314,336,300314,42299,1,7,0
1783246,709,229016,20269,10,0,1
926331,426,762945,31541,12,1,0
1706404,782,886408,8009,22,0,1
1994291,467,290395,17007,9,3,0
261929,593,922036,26462,2,2,0
957771,642,660284,11542,4,5,0
1085296,609,48037,17434,2,6,0
867689,827,995586,29765,5,6,0
980965,839,92115,23769,12,0,1
487313,718,989125,22465,9,4,0
287468,743,864358,21868,18,7,0
1283170,535,472032,20156,7,3,0
391703,738,482870,20300,17,2,0
1293609,513,70400,53170,2,3,0
1835997,384,623813,50481,23,6,0
1190669,384,363308,13435,23,1,0
1322437,788,223457,4114,16,2,1
907650,364,748462,46336,7,7,0
493894,363,141774,36135,9,7,0
1813325,642,893164,8095,1,6,0
1715592,651,15385,37909,11,4,0
1326798,457,795768,3951,22,2,0
836308,790,851853,21468,5,6,0
993153,762,948729,27073,1,4,0
744897,524,560309,47655,20,1,0
1903377,612,921286,34341,22,4,0
1452557,765,508670,46127,23,3,0
304211,387,117369,51786,2,0,0
1434897,602,744990,2768,16,3,0
1690687,734,573399,38070,6,7,0
687689,434,89402,46514,20,6,0
1123160,349,644062,55402,4,6,0
1060952,731,253724,33979,22,5,0
1705532,639,739945,25351,0,3,0
1050741,646,829151,15445,7,2,0
1278560,646,227600,55107,11,7,0
1891811,544,704397,48583,13,1,0
1977758,408,473319,1160,15,7,0
1254477,832,649983,22361,9,5,0
362624,389,134585,7041,14,5,0
1470893,595,770543,18767,20,5,0
1541775,411,668695,10846,23,6,0
893045,476,699500,38644,14,0,0
1191469,642,104126,19924,9,4,0
345788,400,735733,45657,20,2,0
838387,700,601946,13882,6,7,0
735426,327,165912,14738,2,6,0
890658,836,817439,21019,1,7,0
1168616,357,974451,1095,5,1,0
223429,797,631121,38669,20,6,0
1823064,596,118637,40983,8,0,1
1450956,433,907153,45679,9,7,0
1690036,630,617508,14123,3,6,0
972577,548,26393,28132,2,6,0
1493703,849,581768,1079,8,3,0
1087700,374,903675,29657,23,1,0
1265923,467,874722,45278,21,5,0
1920856,802,479551,32375,16,1,1
756110,654,890695,24754,13,1,0
1164163,524,664467,51999,9,3,0
1812972,830,521397,31153,12,4,0
1115387,445,792425,18344,11,6,0
1730891,540,93650,34241,0,2,0
207967,643,758685,37656,21,5,0
1784735,334,518196,4979,18,7,0
425371,300,904027,1212,18,4,0
1457100,452,52066,54849,5,0,1
1978206,728,373994,9001,12,6,0
1413261,807,829374,13248,18,5,0
752467,425,16138,33187,12,2,0
451537,790,118558,15608,21,6,0
1956124,781,258480,36427,20,0,1
1041531,644,437743,31368,3,3,0
1808126,520,271334,5283,23,4,0
1064645,324,878691,25854,1,6,0
1628127,827,78422,10715,14,5,0
1135772,481,711058,16165,11,1,0
671082,798,606603,58784,6,7,0
260545,341,29086,34108,19,7,0
1483131,780,934826,26797,17,7,0
423894,738,125604,47573,22,2,0
927506,701,887246,10584,12,6,0
1189470,845,119324,14780,16,7,0
1550642,644,476785,37905,3,5,0
1815777,344,740970,21573,24,1,0
1607753,320,391065,50513,13,5,0
1615512,369,3435,33359,19,6,0
450497,347,887937,526,12,0,0
1173181,790,839763,7855,2,1,0
1219658,586,160014,43463,17,1,0
1691633,309,714995,34060,13,5,0
901692,841,422275,50806,14,3,0
1733854,573,712917,29482,2,6,0
1106295,680,375601,16571,0,7,0
1404680,628,838821,31740,23,3,0
893206,778,839446,19142,16,4,0
1963410,314,426042,25104,2,7,0
1293512,815,292441,8625,13,0,1
885154,490,568178,39199,2,3,0
1965524,467,283466,55189,12,5,0
1450632,820,560027,15926,14,6,0
425469,436,402935,31218,17,3,0
1276717,453,603841,44472,13,4,0
337478,687,8314,26380,20,2,0
1345935,508,618119,57646,2,4,0
1109711,571,861596,20566,18,1,0
1402939,442,369802,56125,7,7,0
1814432,368,863460,33205,3,6,0
821827,546,822545,43548,3,1,0
1819715,560,641462,29717,18,3,0
693158,378,146429,49984,10,3,0
1827687,824,229937,41756,0,4,0
223312,629,544653,25135,7,4,0
1160612,488,301173,28164,14,5,0
627387,394,263881,8953,0,0,0
634995,307,393186,38562,6,5,0
1972764,366,729992,3574,20,1,0
1749107,795,609762,20169,19,5,0
998843,490,340362,59858,19,4,0
1744613,665,779966,21604,23,6,0
1497638,820,158571,24134,10,5,0
1043441,416,765387,49069,13,2,0
1657214,566,241474,23202,21,7,0
635684,784,128692,684,15,0,1
1805235,808,762790,37001,13,4,0
257022,597,701517,49729,11,6,0
533373,463,973751,45765,16,3,0
1347647,675,390555,8007,13,7,0
1430844,567,172106,49379,9,5,0
1197858,848,294,35096,23,4,0
558918,373,811028,51883,13,3,0
689626,807,98185,41787,17,3,0
488859,372,797866,49582,21,1,0
1014037,607,58382,9255,8,1,0
1872717,498,300242,32262,16,6,0
755462,429,528943,18093,5,4,0
1127460,786,607317,5782,7,7,0
1746236,450,308372,1234,12,6,0
1324949,505,3771,57645,17,4,0
1441597,478,336243,37973,4,2,0
393718,496,645099,34188,5,0,0
794305,388,974303,31996,20,0,0
263037,733,848689,29204,18,7,0
1862682,482,803990,17152,3,4,0
730836,508,320580,55186,6,1,0
841269,792,107779,42364,3,7,0
1482789,429,649179,25019,24,5,0
404366,312,779085,19488,10,6,0
